x,y
0.417411003148779,0.841049119206194
0.22210781047073,0.556828826815841
0.119865367333683,0.518282907637012
0.337615171403628,0.788053433311571
0.942909703912519,1.06760327415341
0.323202932020755,0.82726722196852
0.518790621743366,0.96000614103831
0.703018958895178,1.08240876273912
0.363629602379294,0.673180568111745
0.971782082720961,1.15724559130981
0.962447294942111,1.10536508903495
0.251782295825364,0.74254714687035
0.497248505892386,0.969684895242175
0.30087830981677,0.771475620828066
0.284840494377468,0.691574678892114
0.0368869473545328,0.5
0.609564333979897,0.960335042376859
0.502679023228861,0.738965062629313
0.0514787512499894,0.577397645928058
0.278646464236611,0.613517856537627
0.908265885966654,1.1581820008746
0.239561890666972,0.647631476597826
0.144894872091223,0.56601841238299
0.489452760277563,0.757092359479659
0.985650454110601,1.13184620219265
0.197995213810254,0.307136712092924
0.295166660060365,0.411296604404844
